wavelength_A,I,Q,U,V
5.876883236030024818e+03,7.262963167321043745e-01,-5.436057851947117567e-08,-1.296032439355605368e-08,8.838889727479201519e-10
5.876884904086738970e+03,7.262963167548395216e-01,-5.419380245036353213e-08,-1.292322169159636826e-08,8.941006777623847021e-10
5.876886572143453122e+03,7.262963167763352157e-01,-5.402815010611268837e-08,-1.288609756656048264e-08,9.032166291368081731e-10
5.876888240200166365e+03,7.262963167966822731e-01,-5.386358935628200569e-08,-1.284896702607537080e-08,9.113206463446109246e-10
5.876889908256880517e+03,7.262963168159651817e-01,-5.370009009069691310e-08,-1.281184388911234839e-08,9.184889765256766167e-10
5.876891576313594669e+03,7.262963168342601028e-01,-5.353762400966346665e-08,-1.277474091433447459e-08,9.247956791053027754e-10
5.876893244370308821e+03,7.262963168516404222e-01,-5.337616459152447302e-08,-1.273766981819598686e-08,9.303067134094214448e-10
5.876894912427022973e+03,7.262963168681719761e-01,-5.321568692130024420e-08,-1.270064137953772437e-08,9.350838379306192917e-10
5.876896580483736216e+03,7.262963168839170480e-01,-5.305616758774154322e-08,-1.266366550175220778e-08,9.391844495548201100e-10
5.876898248540450368e+03,7.262963168989334806e-01,-5.289758457610654211e-08,-1.262675127764245912e-08,9.426621586252211025e-10
5.876899916597164520e+03,7.262963169132753416e-01,-5.273991720507777840e-08,-1.258990702729464647e-08,9.455648382169402686e-10
5.876901584653878672e+03,7.262963169269905928e-01,-5.258314597513802324e-08,-1.255314039048290661e-08,9.479391084079865848e-10
5.876903252710591914e+03,7.262963169401240870e-01,-5.242725253617313060e-08,-1.251645834552097819e-08,9.498270838935402151e-10
5.876904920767306066e+03,7.262963169527191232e-01,-5.227221960454169505e-08,-1.247986725921251541e-08,9.512669087177416838e-10
5.876906588824020218e+03,7.262963169648151140e-01,-5.211803083980314405e-08,-1.244337296239275534e-08,9.522965182659805754e-10
5.876908256880734370e+03,7.262963169764482529e-01,-5.196467088382422348e-08,-1.240698072448418911e-08,9.529463522384261941e-10
5.876909924937447613e+03,7.262963169876528458e-01,-5.181212513288717865e-08,-1.237069539341783691e-08,9.532511027961084198e-10
5.876911592994161765e+03,7.262963169984575362e-01,-5.166037988288742748e-08,-1.233452130484359798e-08,9.532354983144291688e-10
5.876913261050875917e+03,7.262963170088899689e-01,-5.150942206903011840e-08,-1.229846244239073711e-08,9.529290288780223060e-10
5.876914929107590069e+03,7.262963170189824513e-01,-5.135923940135965702e-08,-1.226252235294075228e-08,9.523528081940664380e-10
5.876916597164303312e+03,7.262963170287562997e-01,-5.120982011342477460e-08,-1.222670430099936084e-08,9.515343272880250577e-10
5.876918265221017464e+03,7.262963170382301659e-01,-5.106115320539055635e-08,-1.219101111793375876e-08,9.504868446053626762e-10
5.876919933277731616e+03,7.262963170474313612e-01,-5.091322801738953404e-08,-1.215544546449047804e-08,9.492374590796813100e-10
5.876921601334445768e+03,7.262963170563778714e-01,-5.076603456326791385e-08,-1.212000962429741315e-08,9.478001906108765976e-10
5.876923269391159010e+03,7.262963170650801326e-01,-5.061956335138228986e-08,-1.208470561380211978e-08,9.461864121827277529e-10
5.876924937447873162e+03,7.262963170735676766e-01,-5.047380511274498871e-08,-1.204953534893441632e-08,9.444227728685439388e-10
5.876926605504587314e+03,7.262963170818477199e-01,-5.032875129831934967e-08,-1.201450033831268151e-08,9.425120474403197010e-10
5.876928273561301467e+03,7.262963170899338072e-01,-5.018439349650126353e-08,-1.197960204305116845e-08,9.404745701673027062e-10
5.876929941618014709e+03,7.262963170978359306e-01,-5.004072387114142293e-08,-1.194484159998891368e-08,9.383131469419536112e-10
5.876931609674728861e+03,7.262963171055820677e-01,-4.989773458005177121e-08,-1.191022018960585637e-08,9.360556632876370723e-10
5.876933277731443013e+03,7.262963171131607831e-01,-4.975541860022797323e-08,-1.187573851961817571e-08,9.336905544856593017e-10
5.876934945788157165e+03,7.262963171205957247e-01,-4.961376873554587080e-08,-1.184139742583967732e-08,9.312400170336244112e-10
5.876936613844870408e+03,7.262963171278937757e-01,-4.947277830585772534e-08,-1.180719749798457398e-08,9.287090488879946312e-10
5.876938281901584560e+03,7.262963171350728109e-01,-4.933244075091419208e-08,-1.177313924145112095e-08,9.261098709855506066e-10
5.876939949958298712e+03,7.262963171421328301e-01,-4.919274977075541209e-08,-1.173922304967876199e-08,9.234530200128406989e-10
5.876941618015012864e+03,7.262963171490591785e-01,-4.905369969255488044e-08,-1.170544896336541851e-08,9.207157192005224535e-10
5.876943286071726106e+03,7.262963171559227993e-01,-4.891528386860031769e-08,-1.167181764115701987e-08,9.179694167387472597e-10
5.876944954128440259e+03,7.262963171626436454e-01,-4.877749771351230181e-08,-1.163832852748653699e-08,9.151341908597397592e-10
5.876946622185154411e+03,7.262963171692852216e-01,-4.864033509462399114e-08,-1.160498204295469966e-08,9.122705779839874423e-10
5.876948290241868563e+03,7.262963171758177738e-01,-4.850379114150376739e-08,-1.157177782607216014e-08,9.093459868310711681e-10
5.876949958298581805e+03,7.262963171823191288e-01,-4.836785970900863546e-08,-1.153871637794117480e-08,9.064483183306883846e-10
5.876951626355295957e+03,7.262963171886979152e-01,-4.823253715935869469e-08,-1.150579665899926627e-08,9.034700430509692035e-10
5.876953294412010109e+03,7.262963171950187480e-01,-4.809781767398108818e-08,-1.147301900190231424e-08,9.004930667550899701e-10
5.876954962468724261e+03,7.262963172012747437e-01,-4.796369685309297260e-08,-1.144038290549259325e-08,8.974944406985522679e-10
5.876956630525437504e+03,7.262963172074500262e-01,-4.783017021030291517e-08,-1.140788793762397364e-08,8.944660705904088291e-10
5.876958298582151656e+03,7.262963172135742385e-01,-4.769723298775705696e-08,-1.137553386516118654e-08,8.914324697796083068e-10
5.876959966638865808e+03,7.262963172196267303e-01,-4.756488105338569530e-08,-1.134332009989132388e-08,8.883742071593002095e-10
5.876961634695579960e+03,7.262963172256262645e-01,-4.743310988866153649e-08,-1.131124630825402366e-08,8.853122862366651673e-10
5.876963302752293203e+03,7.262963172315731741e-01,-4.730191536188800249e-08,-1.127931195489370204e-08,8.822432386023179900e-10
5.876964970809007355e+03,7.262963172374652387e-01,-4.717129338416484831e-08,-1.124751650120258720e-08,8.791668738758725194e-10
5.876966638865721507e+03,7.262963172433086756e-01,-4.704123990437016015e-08,-1.121585941014155608e-08,8.760867925238342294e-10
5.876968306922435659e+03,7.262963172491064823e-01,-4.691175095342491418e-08,-1.118434012043722284e-08,8.730061978204612827e-10
5.876969974979148901e+03,7.262963172548532187e-01,-4.678282272097394942e-08,-1.115295799709056808e-08,8.699204661674078919e-10
5.876971643035863053e+03,7.262963172605594320e-01,-4.665445132776162595e-08,-1.112171247340134361e-08,8.668372876287035551e-10
5.876973311092577205e+03,7.262963172662242339e-01,-4.652663300519841570e-08,-1.109060293820184336e-08,8.637603249879355950e-10
5.876974979149291357e+03,7.262963172718365223e-01,-4.639936433855912295e-08,-1.105962858766075341e-08,8.606666807383690044e-10
5.876976647206004600e+03,7.262963172774207221e-01,-4.627264127424064940e-08,-1.102878903232083299e-08,8.575965072139808163e-10
5.876978315262718752e+03,7.262963172829586256e-01,-4.614646055801499185e-08,-1.099808341674651840e-08,8.545226151194242302e-10
5.876979983319432904e+03,7.262963172884631113e-01,-4.602081857177040758e-08,-1.096751113327230517e-08,8.514557163452641098e-10
5.876981651376147056e+03,7.262963172939287393e-01,-4.589571189651214528e-08,-1.093707147285031455e-08,8.483927541562893957e-10
5.876983319432860299e+03,7.262963172993625038e-01,-4.577113707643918538e-08,-1.090676377341704767e-08,8.453386390854111495e-10
5.876984987489574451e+03,7.262963173047572996e-01,-4.564709078356913665e-08,-1.087658731454407801e-08,8.422906783618372704e-10
5.876986655546288603e+03,7.262963173101208980e-01,-4.552356968965502252e-08,-1.084654139990701879e-08,8.392500752181847015e-10
5.876988323603002755e+03,7.262963173154525220e-01,-4.540057048434828807e-08,-1.081662534420717049e-08,8.362206082384316814e-10
5.876989991659715997e+03,7.262963173207520606e-01,-4.527808998035284489e-08,-1.078683840598283923e-08,8.331978205145821162e-10
5.876991659716430149e+03,7.262963173260208460e-01,-4.515612494456590326e-08,-1.075717989919558282e-08,8.301859041477453323e-10
5.876993327773144301e+03,7.262963173312556586e-01,-4.503467226505834148e-08,-1.072764907750778040e-08,8.271803643839958102e-10
5.876994995829858453e+03,7.262963173364614944e-01,-4.491372876362446847e-08,-1.069824526230644954e-08,8.241868644381161841e-10
5.876996663886571696e+03,7.262963173416405738e-01,-4.479329136385471497e-08,-1.066896772747344490e-08,8.212045149777609073e-10
5.876998331943285848e+03,7.262963173467913425e-01,-4.467335701594669594e-08,-1.063981575514293390e-08,8.182331096190842328e-10
5.877000000000000000e+03,7.262963173519104698e-01,-4.455392271099261819e-08,-1.061078862655407291e-08,8.152716412400422594e-10
